image_name,provenance_file,provenance_sha256,provenance_size_bytes
18_1.jpg,18_1.provenance.json,0218ec113894fedd74be5f492c7129e2126dfbaae689db998caab545a82aecc8,276
18_2.jpg,18_2.provenance.json,7ed3601d50e60d1de0ae5c83300a089a2ff18b304acd3ba7a359a61ca9d22d12,276
18_3.jpg,18_3.provenance.json,e522177588a1476c378b146ec9b9de64903eb414a99036bc690a1eb95dd6bd2c,276
18_4.jpg,18_4.provenance.json,999772a33f3eb6409825ac0eabd8241418570867765ece653fad5b4efc0ef522,276
19_0.jpg,19_0.provenance.json,35480cb14a125b93daa5bf4025504f504c59e99e0aea9af92faf30e5b786a49c,276
20_0.jpg,20_0.provenance.json,75067708118b44ef6238006a2b6dc8cc943616432aff3224beabecc4ff40d915,276
20_1.jpg,20_1.provenance.json,5903e3fb84d891c971d9c1e971d6ba34f640e781e853dfc63975bd93bd9f8134,276
21_0.jpg,21_0.provenance.json,dc4ab3addb90bcb8784fc0a5b533643b185aeeb020022dba828d099cd1669755,276
21_1.jpg,21_1.provenance.json,9cc0c1a1dacabf12ea2981c2967cfbcbbd6b7354a52a1b4f3579f8bca3b6c174,276
22_0.jpg,22_0.provenance.json,db6935a337a202136524abb7c3f70f19a5242558ead6b473ad6f96f3932527ed,276
22_1.jpg,22_1.provenance.json,e4d9ae39656b986aded9fa879f250886267f547bf4b55c2450ddd8e68d6a145c,276
23_0.jpg,23_0.provenance.json,59e9cbb71dc955ab319d0bc4980864c0a4f41cc3589761fdf916d062fa810dbe,276
23_1.jpg,23_1.provenance.json,09c550d62bab740bece89f318c00d7e6f8cb9556207a441b44386a56d337d981,276
24_0.jpg,24_0.provenance.json,cdb0db0aa0d633aa6ba0abb12fb8937a8b1575406cb16b4a7601d5649f78c89f,276
25_0.jpg,25_0.provenance.json,8ba8086b1ef12168bfcfee0ec506e9bd5928af66f5779eaf8b1b0417f91577f8,276
25_1.jpg,25_1.provenance.json,6764ed3a010e67488c0fa56cadcc7fd273c5c82d935b52475d1349feac210cb4,276
26_0.jpg,26_0.provenance.json,7bf172416389cb67db92deb9d88698c6d008a58c687fb2ff06557eb6840f95d2,276
26_1.jpg,26_1.provenance.json,55f79296190e2b7d96bbe49e54f7987059f1bb94d86c6bf06becd110cb4f1064,276
27_0.jpg,27_0.provenance.json,9d5e0e1f1a847c4f83c10d92d1a6126405297c70d449f3976750e5979fbfb1a2,276
27_1.jpg,27_1.provenance.json,fa898b4a3d4ed71a762422fb86841a64edf3feb333af2c99a2ab6e50c5d7e164,276
28_0.jpg,28_0.provenance.json,8ec6a7ad444d5ffaf62eb15c3957213818bb7c6ec283f7b352deec328ef142e5,276
28_1.jpg,28_1.provenance.json,90c2c030df1ab05a1b40faa22a5130677b4a80ba5f23b92095bed2966ea9609b,276
28_2.jpg,28_2.provenance.json,0175018c382f9d52155eb673c57f79513f983958695d758584344891e0969bc7,276
28_3.jpg,28_3.provenance.json,38d42c503b57853bc5bd32203f59a7c9b917c37b4052953791d6e6d8d65132a8,276
29_0.jpg,29_0.provenance.json,5089ddd9d221e02cfe44e7c7168515624d27767ef8d6bd1c5b511975b11d7fda,276
29_1.jpg,29_1.provenance.json,471e18c9e6ce66a5295494c02d2cefeb29d02df112a13af35c787b1635649801,276
29_2.jpg,29_2.provenance.json,94785783a02b5d62b70b3c92e6454424e82d47a75b4706114a6c372950e0e9d4,276
30_0.jpg,30_0.provenance.json,8903c807319126cfbfb0fe64081b01956231c7a63fc0e1f890de3066ff7eaeed,276
31_0.jpg,31_0.provenance.json,d94548f596664cf07230af2d917374d9aca082152d514ec6f1b9f58fe314b455,276
31_1.jpg,31_1.provenance.json,17bad5b6c83ef177544c518e307f7fd834f2f2bb64685e7459412148b214d31b,276
31_2.jpg,31_2.provenance.json,4574e54d1f19d94dca6e7b314257e7a257dd2bdf945c121cfa597b3597d20c31,276
31_3.jpg,31_3.provenance.json,5cb5fd39fd148da946fced942ffa8505b1b477579243d029ce62032dea1d3378,276
