record_index,image_name,signed_expected_sha256,original_actual_sha256,tampered_actual_sha256,original_binding_ok,tampering_detected,manifest_hashes_match,technical_error
72,29_2.jpg,d64b145314f9239da1df87046637eb33a0e6539ff8823632dff4c9bcd8ca9de4,d64b145314f9239da1df87046637eb33a0e6539ff8823632dff4c9bcd8ca9de4,88f3e0a73e1647e3c0f43182eefba72f44fe7133713976190030a592616a8060,1,1,1,0
73,30_0.jpg,00461efc205d89ecaabb236a8e91f30e30fc4ed53a42f8f9011d70edaabda2c0,00461efc205d89ecaabb236a8e91f30e30fc4ed53a42f8f9011d70edaabda2c0,5edd703937f28f3cb35170370723bd7ed897cdb36b7e96faf9ff127b8246090f,1,1,1,0
74,31_0.jpg,4ce4e0faa98372523b8a039a86a2ccfabfb12545af354df5da7222170b11b840,4ce4e0faa98372523b8a039a86a2ccfabfb12545af354df5da7222170b11b840,e21e81b49820f9142ac44594150650be791154b0d99325bc1d52e8800b939978,1,1,1,0
75,31_1.jpg,0ed279d116b27b54b85b537090083e60ac8c68551b8886b882614f4b1d305ac9,0ed279d116b27b54b85b537090083e60ac8c68551b8886b882614f4b1d305ac9,9087f30c68aadbad410ff403ef233108ca14aa5d1c2b23ca97ee86927b4a6b19,1,1,1,0
76,31_2.jpg,52a614b1782b3db246309dd64ebefed25fdf53f29f31dc2998d017447e0ce497,52a614b1782b3db246309dd64ebefed25fdf53f29f31dc2998d017447e0ce497,c691a47e6fc28d19a59c1f6cdd90701ef9cf44f67817dd246cdc0eddd76a8c2e,1,1,1,0
77,31_3.jpg,4e912315fae99df95b3027145031cf321c89a537d87482aab7e2508f88307408,4e912315fae99df95b3027145031cf321c89a537d87482aab7e2508f88307408,71003bd5cfaf8ccddc5763a0f4bc08981c705962e5a00e6c54e557ea6b6cd53d,1,1,1,0
78,31_4.jpg,cd6b6724a4db542f634f91ee4c39459f66fac4488b66c992cf61ddee385e3880,cd6b6724a4db542f634f91ee4c39459f66fac4488b66c992cf61ddee385e3880,dd07076bbb92d7bb49ad7fca9ed838c0b9964c852064369223e301012d66064b,1,1,1,0
79,31_5.jpg,949db5208734a2e5f07209abec9875409346f10ded68ada8ed95e43eba462a02,949db5208734a2e5f07209abec9875409346f10ded68ada8ed95e43eba462a02,857dcd2b82b27d1bcade2913481724ac85ad0986ad8b7e39bcb5e9021397bb07,1,1,1,0
80,31_6.jpg,1b6847bd21318a0473573541df9e6f509835b92a0b131d03f6047d4d4e10a900,1b6847bd21318a0473573541df9e6f509835b92a0b131d03f6047d4d4e10a900,4d8e689fd76f0b8e79fe0d20d2a4da654f01210ecf00474b43edbcd166643421,1,1,1,0
81,32_0.jpg,c3c5d71684f996584a9d59c400f20e75edd0def99a8ae0ba92475e234eefcb0d,c3c5d71684f996584a9d59c400f20e75edd0def99a8ae0ba92475e234eefcb0d,fa2534ff7987afe9944f3a98ad56531483ba7eb5164e75e639ea90bf692125b0,1,1,1,0
82,32_1.jpg,5f28bc6bce13d152f75f1b98723cfb366bfcd010b2d46de8ddc52b996cc77abf,5f28bc6bce13d152f75f1b98723cfb366bfcd010b2d46de8ddc52b996cc77abf,a4c870ae2508c1624221b4fdaa057bc7ba7f39a3f9f3caad6660c99a6eb74c77,1,1,1,0
83,32_2.jpg,0ff264bf518e40e9733764dd021ed8f11caf228ba394c0830f55337484a961c0,0ff264bf518e40e9733764dd021ed8f11caf228ba394c0830f55337484a961c0,1fe7eecbfcd19f6e936629933e0bc1aa486369ff426001b71a278f39e22ea730,1,1,1,0
84,33_0.jpg,02f36eae3fa8a6541fb87e2c730f20277b562615caa08590a014c4ef366e066a,02f36eae3fa8a6541fb87e2c730f20277b562615caa08590a014c4ef366e066a,b218f1cce0b849be3a7687a2d21e352d9004a7268656b718e50a64a5a035ccb2,1,1,1,0
85,33_1.jpg,8d3958b6e87a8916648643bbbdc81136fd0d43ef1cd463ed2d733e4f8c87fcf5,8d3958b6e87a8916648643bbbdc81136fd0d43ef1cd463ed2d733e4f8c87fcf5,cd5e0273f92f3ea099059b654b8de4b5b3e91dd8d70aaaa38cd44ff360c6f10e,1,1,1,0
86,34_0.jpg,79c036f0829586e962634eea0b065a967a7442b4c4c2cf8455c7d6ea6e96f340,79c036f0829586e962634eea0b065a967a7442b4c4c2cf8455c7d6ea6e96f340,68843eb9900c724a98d98c95edb553a923d82a736d06029478d5c58683265c77,1,1,1,0
87,34_1.jpg,4dc7e0ab99e533a141c531a4be9786ab3ab601be353fa21e9c74f029845f6df4,4dc7e0ab99e533a141c531a4be9786ab3ab601be353fa21e9c74f029845f6df4,9e31a5ccbdd626a3d642567aabf5083882a820a018cd1d4cd831c1e52bafaa5f,1,1,1,0
88,34_2.jpg,b082bdeca12a93a3e958bd34ceeedf8fe728e9f6ecea82e940063cfe2b55c97c,b082bdeca12a93a3e958bd34ceeedf8fe728e9f6ecea82e940063cfe2b55c97c,b48940db88b58d880ab684863cab9e937fd7f01fef7479b83e35ffb8580002dc,1,1,1,0
89,34_3.jpg,e2e6cd7cf9a2c3858c543b59fe78f5c99cffce07ab82e325a92474914d408a79,e2e6cd7cf9a2c3858c543b59fe78f5c99cffce07ab82e325a92474914d408a79,7d1810a39e823143e3ad351ee3306cf28c0ce273f612a17196d96f3c8270742f,1,1,1,0
90,35_0.jpg,1da179f988e0d57736f81425867b3ff4d457ed1debfc496167daac14d8d1ca39,1da179f988e0d57736f81425867b3ff4d457ed1debfc496167daac14d8d1ca39,3253cc2528e3ff1861d30a2ee84c7c43f0ef7363aebefde9dcf3f5805043baa7,1,1,1,0
91,35_1.jpg,3a69a8fe463be496f68cab91dd09934a200d7d9c2931c15a875ef6eb09ac655f,3a69a8fe463be496f68cab91dd09934a200d7d9c2931c15a875ef6eb09ac655f,e707e5f97e436fd0a9002a41e80721f1fa8428b0b3190f8c2ddd24791a6bca96,1,1,1,0
92,36_0.jpg,9842ed5f53720d57070694761cfe71d02ebbaa38123a2c656a189e6d81229ed0,9842ed5f53720d57070694761cfe71d02ebbaa38123a2c656a189e6d81229ed0,2566bb81ab8c7a6e33b1e31885696c356ae2cecb78ccd9dadff1b66ffd01f56d,1,1,1,0
93,36_1.jpg,4bb1b52fda6c4f5203dc8441af682356e3c9fcde7836e10899739fdb0e15bcec,4bb1b52fda6c4f5203dc8441af682356e3c9fcde7836e10899739fdb0e15bcec,11e94fafe3de73e66afce25af7fd1372370f5521beb6efd7318293789966da6f,1,1,1,0
94,36_2.jpg,d6cde1bb3720754a07750909e3a39fb616510f9abb051d45ce6a2e6e57cdd694,d6cde1bb3720754a07750909e3a39fb616510f9abb051d45ce6a2e6e57cdd694,60f3966fc8834e753d28e44234472cd28e1bcc2da6d95e2a76a974d45393c0f2,1,1,1,0
95,36_3.jpg,380499839585f24fde9b39728608a916dc1074f1441feb3bbfae3d14019213a6,380499839585f24fde9b39728608a916dc1074f1441feb3bbfae3d14019213a6,03740626c5a5603be2016521e9c381c2a3a9757ceef8baf77d51c376305fc876,1,1,1,0
96,36_4.jpg,dcd872009108c5b6c3073455f0e2eabfc29638dc54c0fd382723289ae662b842,dcd872009108c5b6c3073455f0e2eabfc29638dc54c0fd382723289ae662b842,4d75957657cd101be83bd779684d2a2c8066c00582bb19e18cd3e5e6ab41ec01,1,1,1,0
97,36_5.jpg,19f569bfa344e11abc6ea15557690a231a2db8c73ab3b0595fccc2aeb04bf233,19f569bfa344e11abc6ea15557690a231a2db8c73ab3b0595fccc2aeb04bf233,7b25e083a2fe635dc1b02dfb868c8aff5691c62fd6526fd71e73ee18bf4419aa,1,1,1,0
98,36_6.jpg,3f3cbe2f1f9d19ec06e5e67de4e6b9ca599cff79fd53e4288dc6986fcf5a6cc7,3f3cbe2f1f9d19ec06e5e67de4e6b9ca599cff79fd53e4288dc6986fcf5a6cc7,216a175e3cb0278d5f0ac2f7497120c9c9ffc8fb3c9eb3891fab6d9215e342f2,1,1,1,0
99,36_7.jpg,9e7ff7fbebb575e73343b8ce8e425d43dbfe05acbc54af061eb57eca3c6e3f13,9e7ff7fbebb575e73343b8ce8e425d43dbfe05acbc54af061eb57eca3c6e3f13,2c02d4eb37f715afb2733f224c8144bc185105c312df47a32b880270059b760b,1,1,1,0
100,36_8.jpg,2bd9ed47f78f822b2feda51f7e7cf1d487d9f3d642168e72469427ed6f015e68,2bd9ed47f78f822b2feda51f7e7cf1d487d9f3d642168e72469427ed6f015e68,1118e5e825d566061621282e6d5d793dfe4c48c9162dd99cb6191f428ad27809,1,1,1,0
101,36_9.jpg,600f748ed705415c752dbfe58dca99dabd8e81463b78dc6344cd6e33aee073a5,600f748ed705415c752dbfe58dca99dabd8e81463b78dc6344cd6e33aee073a5,09e186a5542e383c466731cfa12f9618d0a84842b1c5767b7224c3458c26c88e,1,1,1,0
102,36_10.jpg,8872b40058415b024f097051aff8f19c40dd1dc7e6bc6940b708b5c05f3387be,8872b40058415b024f097051aff8f19c40dd1dc7e6bc6940b708b5c05f3387be,759ebdf0f8fd1de2505a4b698ef11a57dd9a728bbb63d704fd2d09456315604f,1,1,1,0
103,36_11.jpg,3a0e46dffc50a5ab9ab10137497509843522620b1c89477dbfdca7ee1acf80db,3a0e46dffc50a5ab9ab10137497509843522620b1c89477dbfdca7ee1acf80db,2c3596d4448c5b7088a9baee7c443edf331768c4ff0149a789398056d15d764e,1,1,1,0
104,37_0.jpg,cca86890c63608f768f4e76dd3d5df9cfccf3d05397aa511595d3c489f044355,cca86890c63608f768f4e76dd3d5df9cfccf3d05397aa511595d3c489f044355,cd17ff9f0e73076993388b9253c0ab5abedfdcbeaa86221a2c41d9fee0d341c2,1,1,1,0
105,38_0.jpg,e8b9abc83680a37029697b5ed26b4f97e625f57aacdc5dabdd42698bd27be1f4,e8b9abc83680a37029697b5ed26b4f97e625f57aacdc5dabdd42698bd27be1f4,d9ceab77f558a4a8602956f568c3bfeb70c35f86edd80c71c3d1c6bdf3f7ea5a,1,1,1,0
106,39_0.jpg,74c001426da36295c4425af25e13c1db6dcbb3970f45fca4216f22d663362f8c,74c001426da36295c4425af25e13c1db6dcbb3970f45fca4216f22d663362f8c,4bf29e65e32821b87ccfc294a99fb8b69fc5e538b7e72e6354c0685e30ee4eb1,1,1,1,0
107,39_1.jpg,055626e3e74d80ac41ec56c851e8e886865bfcafda8c859a7cf9b8d6be4883a6,055626e3e74d80ac41ec56c851e8e886865bfcafda8c859a7cf9b8d6be4883a6,a27829a5cc741ab3b64a5c5ddbd9b09160e213da766e4ac96ea42034ee104940,1,1,1,0
108,39_2.jpg,733f9c15b6a9272dba2f5247e935fa6499577e92799419faa076609c692fbb88,733f9c15b6a9272dba2f5247e935fa6499577e92799419faa076609c692fbb88,6b7bc81c0d28700fc3894f8b1e8eacb23af4029546b48d5f6ac5d747dc30f345,1,1,1,0
109,39_3.jpg,f49291a6e7cfa2c32355a8fdc50afe6fadd2d9b2d23ed2108bcd69b1542da001,f49291a6e7cfa2c32355a8fdc50afe6fadd2d9b2d23ed2108bcd69b1542da001,b9a3e85b7921b9ec58ff8a9f99d3ce1682949a93aa8dfeda05ad66d7c0e25b7e,1,1,1,0
110,40_0.jpg,239f79953e84e53f17b70c5437b9ebc4c805a46cd15a8d77486a79735dfb277d,239f79953e84e53f17b70c5437b9ebc4c805a46cd15a8d77486a79735dfb277d,7c855f6d818e51fcfc64300a62d802dc482d6184cc5ce0f2a71a958c61f248f8,1,1,1,0
111,40_1.jpg,5b17e4adf778c3bd22563e7d3a6f1a1dbe28012002868249c4e604ece8845e79,5b17e4adf778c3bd22563e7d3a6f1a1dbe28012002868249c4e604ece8845e79,a8202da803c200aaac655b6752d03811a010d23ff837c58427ee263af82acaf4,1,1,1,0
112,41_0.jpg,026b7906d0766e8cd0b7c1bb3838bdcd91c3ab8723fc06b78eb6f5b63cade972,026b7906d0766e8cd0b7c1bb3838bdcd91c3ab8723fc06b78eb6f5b63cade972,8aaa9bd06617194d79d2807822face955f327ba2da1aecf6068ad2bae8de8006,1,1,1,0
113,42_0.jpg,0f9e536b2fda940cc9386c4eb42701083af7e125fb3a05c4d27e1e32ab26202a,0f9e536b2fda940cc9386c4eb42701083af7e125fb3a05c4d27e1e32ab26202a,d6abd5402999d649a1a9206c6fe3e90bd4b36e9a7cb97ae4d4c8ea7c1a347919,1,1,1,0
114,42_1.jpg,139f16273be691b59354feb14addf87fa60aa83e4b056abfd51cbc310dac4444,139f16273be691b59354feb14addf87fa60aa83e4b056abfd51cbc310dac4444,8caefa77e647ac9f60b65b3336312c092b31a6600d4568cacf88eca0f047f8a2,1,1,1,0
115,42_2.jpg,78cc6beb24e63c25691fcaf201ee7dbd3d434a1d5bd97f3aae61e344fb0fa600,78cc6beb24e63c25691fcaf201ee7dbd3d434a1d5bd97f3aae61e344fb0fa600,ffc03a76191f47560d43e09291bb74b38978d646b9cc209a1c92b51c6d4b9f58,1,1,1,0
116,42_3.jpg,344c78b003ca2bcb930ebb4890b5fbe080127940e6c77fad96cc1f366e13b400,344c78b003ca2bcb930ebb4890b5fbe080127940e6c77fad96cc1f366e13b400,37269fd5041c5c6ec5ab37fd3dbd1d2f54fdfa4b4b1887302baec2920733c313,1,1,1,0
117,43_0.jpg,1002b63ad8d01b5fddc418e31b6d014a1aa3d2395cb4cfe06acc84fcd048fd83,1002b63ad8d01b5fddc418e31b6d014a1aa3d2395cb4cfe06acc84fcd048fd83,f98152accddb697366e63dd17607b5e31d8a368031d4cb9a424c1cf02ef6181c,1,1,1,0
118,43_1.jpg,5d724a6899ab4428f08608fef3593713d56249e94bdc7f502dc98740df6a9148,5d724a6899ab4428f08608fef3593713d56249e94bdc7f502dc98740df6a9148,946d6f1bfb5ca73adf5d92225dc4b542a267cb470dc80b79c7b6d16f5ad580a5,1,1,1,0
119,43_2.jpg,38e6eb0c4b962b426c67fb89a95679cd2986e7e0d91bc93e8c5242f0e18dc51f,38e6eb0c4b962b426c67fb89a95679cd2986e7e0d91bc93e8c5242f0e18dc51f,0d0bd84724e2bf4f6ffa65e81d133b71ce6a6c0bdf6024c8166e6a5d0e8291fc,1,1,1,0
120,43_3.jpg,e2f6e2458d0c0b8f4aa6de30426a6f808ac4cf48ba27ca72dd7c64730a342fef,e2f6e2458d0c0b8f4aa6de30426a6f808ac4cf48ba27ca72dd7c64730a342fef,3a0704c1f730dc89ba39d6564ef748a0dbf081485fac9d0a4fb17acf04bc372b,1,1,1,0
121,44_0.jpg,447435afa82e1942215c446a849b9cf47e5d06435cfc4e77a6831478e48c1354,447435afa82e1942215c446a849b9cf47e5d06435cfc4e77a6831478e48c1354,2eae09d10ef868d696b2937eeb95e74b8d74a1e159df00404607c92e0d63998b,1,1,1,0
122,44_1.jpg,a9870029c0a9d131c62211c2cca4f2269620450bcb323fe5397423961bc40d70,a9870029c0a9d131c62211c2cca4f2269620450bcb323fe5397423961bc40d70,79dd4f40f247ce1f097947b9b4cdb54c37da3cb443772d1b4c2e361808c316df,1,1,1,0
123,44_2.jpg,116c056ab4ebae299721a44f1085a1940816b05e800bf2a22019f964effa3f0c,116c056ab4ebae299721a44f1085a1940816b05e800bf2a22019f964effa3f0c,20bb2ca5ea74e6e4e16e20662e7c8a0e89d9f5b8da4b7029f6abda74bf0cb110,1,1,1,0
124,44_3.jpg,d611aad8b91205206011cdf00f23c2bfb7cf2006feb1935b028495c56a923671,d611aad8b91205206011cdf00f23c2bfb7cf2006feb1935b028495c56a923671,7d4b4ce28ee58c3366b860012237558d9d12837e5e4412ed3b55aa355289c5ea,1,1,1,0
125,44_4.jpg,d55eb27ce3c033d31998804e24223200eb9a8b1630d544364d9ca0671862a782,d55eb27ce3c033d31998804e24223200eb9a8b1630d544364d9ca0671862a782,1da315da8178a3500a9f9999cc34423cd4c4459d0d9b27f61e11edf17cd86eab,1,1,1,0
126,44_5.jpg,dcf34b1f233c8e251db4813759b1bc1cacca0779353d07669ced7550864df7ff,dcf34b1f233c8e251db4813759b1bc1cacca0779353d07669ced7550864df7ff,15077be63bf45e2c8f39c9d437188f52a7b5e222221236a2ae28ec9be1129f8b,1,1,1,0
127,44_6.jpg,289a2cc40385b6a3d467f0d250919afd9d1c74bb8d96c82811811808b4157f14,289a2cc40385b6a3d467f0d250919afd9d1c74bb8d96c82811811808b4157f14,365bc282d24605f42e1b66912796c08c475579ab2de755926692e0e3a5728925,1,1,1,0
128,45_0.jpg,b46bfcff629d4ef845b46fb8d013baab86f7e59a6dc178f4570d49e406ffa950,b46bfcff629d4ef845b46fb8d013baab86f7e59a6dc178f4570d49e406ffa950,a29017724d3c393506aa63c71a5ab492ccb22b22ee6cc85b31917349367b72a0,1,1,1,0
129,46_0.jpg,6f368070c55cf414f6175b9ab342b3db16a1ba9378e991ea0e0074b8631eea63,6f368070c55cf414f6175b9ab342b3db16a1ba9378e991ea0e0074b8631eea63,91276ad3ebeda00f405096b2e683188bebcd8d72eba7ab395465347f41ca99d8,1,1,1,0
130,46_1.jpg,86224d8c613736f69e7f633c2a2d92f7ed07b1c2512d2b1623fd445044aea4a2,86224d8c613736f69e7f633c2a2d92f7ed07b1c2512d2b1623fd445044aea4a2,f8a0406643c5a9212890b1e773460e129cb6cec78c5a86867c14befd5719ea3e,1,1,1,0
131,47_0.jpg,cae0949adae6423b16b2ef5bcc434a66c90869488817ee36ea1d23eedf9fe575,cae0949adae6423b16b2ef5bcc434a66c90869488817ee36ea1d23eedf9fe575,c2417d78a1fc1a371417a5ac98459dcc36d15eff8d228191c307400fe02827a4,1,1,1,0
132,47_1.jpg,104f7808e05f4744179c6f036d80efc850884c28a914ea2da03dbaf10996afad,104f7808e05f4744179c6f036d80efc850884c28a914ea2da03dbaf10996afad,aa6a18698d0a77db540fd549b192129bf12edfb954e0f748dd4125fab2046a89,1,1,1,0
133,47_2.jpg,d94eced7913dd0d73403740cc0c433efaa3680facbf4020a56987bd47dfd4598,d94eced7913dd0d73403740cc0c433efaa3680facbf4020a56987bd47dfd4598,76a1f03567c16959912b40b14b961749a7b2297992c098c29cfec90b336f1b82,1,1,1,0
134,47_3.jpg,c1d496cb1f2fe3989f999c29ab52f71f270e5cbbde63e8a21ac02a4f4d3ee8dc,c1d496cb1f2fe3989f999c29ab52f71f270e5cbbde63e8a21ac02a4f4d3ee8dc,3f70cce2025e48340697a285e67ef12b36ba3caea84a98f0a849339fcd9a9a06,1,1,1,0
135,47_4.jpg,c2b5e0bff9e1e7679265aae96ef10cb2d103f167ee34a4acd1a86871c3dc28ad,c2b5e0bff9e1e7679265aae96ef10cb2d103f167ee34a4acd1a86871c3dc28ad,ed5297b08bf65f9b2d779c6d9bba91b90971f067753175583195158f89d0d12a,1,1,1,0
136,47_5.jpg,7b8473c7e1c7df4c66a189a0c8468392d8995e5a6ba210e4ed18ad59d2dd4339,7b8473c7e1c7df4c66a189a0c8468392d8995e5a6ba210e4ed18ad59d2dd4339,a7f104bd80266603dc5d8bc5500a899b798febd344b27bf2cbf52117e4662cab,1,1,1,0
137,47_6.jpg,a6c5b3fe2d640dedad8eed97fd23f186ded3cd592853f7b7195652f2bf9eecb8,a6c5b3fe2d640dedad8eed97fd23f186ded3cd592853f7b7195652f2bf9eecb8,9771493d001ea5cbfcffe8913bdc47764112b9fa31e498624c2be99e4d385d4a,1,1,1,0
138,47_7.jpg,20e643d16b742ecf2b8236aec9344fb57be7049389698330fdd055639ffd3353,20e643d16b742ecf2b8236aec9344fb57be7049389698330fdd055639ffd3353,47f7fbab13dae9fffa6058a49a8aed9d00b3752afe446b1a8361805cc74e89c7,1,1,1,0
139,48_0.jpg,0ae77d46fe0395cd5d87286c434c898346a6eb19bdaf2ea22f98f77a39cc21c4,0ae77d46fe0395cd5d87286c434c898346a6eb19bdaf2ea22f98f77a39cc21c4,185e027b5a86db4fb77f7c3cc4b13b97c715b04bd248b8d1048ff60cbe6dbff0,1,1,1,0
140,49_0.jpg,38e356e8eb684d384feb2e81a7634e9c50dc304e9feaa35d86bf0dec733f1c2f,38e356e8eb684d384feb2e81a7634e9c50dc304e9feaa35d86bf0dec733f1c2f,cf06bfe7f2d01bbb0ac6c3cad6807b82a7e4d24db786f716e15162f66f99fa32,1,1,1,0
141,49_1.jpg,5a379eed0cbb72e9418a2b7e69bff1297278148c6e59a2729f064be8cdcc06ca,5a379eed0cbb72e9418a2b7e69bff1297278148c6e59a2729f064be8cdcc06ca,30b1874ea2292e2ed08e9cc1d17439e5f6da6af715f1b0d979a6d02759ce52d2,1,1,1,0
142,50_0.jpg,0d591333c7af83dede343ea70494e0b10055d75e04b35b25571c61875eb90fd5,0d591333c7af83dede343ea70494e0b10055d75e04b35b25571c61875eb90fd5,c5d33388fe850a1e1033f7bcaea237aa964bff6b592e49df008f3df7b817e1db,1,1,1,0
143,50_1.jpg,980b9fe41e49861cc11c6fca8a7b98d19820383f9a58938f749fa3259c732e34,980b9fe41e49861cc11c6fca8a7b98d19820383f9a58938f749fa3259c732e34,98a75a9266a7c93378bf22514be1671fa03961efc6d8948f08dfd4ffb4556a7c,1,1,1,0
144,50_2.jpg,ab6ad779eec1780690b52b4f3c8ff90ae316c11a2223c992ec6d2e9f798a4778,ab6ad779eec1780690b52b4f3c8ff90ae316c11a2223c992ec6d2e9f798a4778,d1183ad08af6d1deacf24b71ffb349de7c0e1537f5a743a43cd497c1bf9b9fb3,1,1,1,0
145,51_0.jpg,aa62eed530c50e5bb5cd79182b2ac1447bdfc79604afb9ea8412261f9a6885c5,aa62eed530c50e5bb5cd79182b2ac1447bdfc79604afb9ea8412261f9a6885c5,ca80113d2a7944ead43c6dcf18645e18f47650b39852e088abca15ce9be03fd9,1,1,1,0
146,52_0.jpg,20d367b524e1e874882435d52cc6c9d86edbe8046e9e76aa818458b656315495,20d367b524e1e874882435d52cc6c9d86edbe8046e9e76aa818458b656315495,d26a052afc40acd5711115fbb8b1f4fbbfa94a71df8f8113e96fa6b109064705,1,1,1,0
147,52_1.jpg,cec7ed0786f7d62c07a88d193e2fc581e86f4a742b79a1e87bb6fb9940974dc5,cec7ed0786f7d62c07a88d193e2fc581e86f4a742b79a1e87bb6fb9940974dc5,3f94ade59a5abc4ee03935b6a16c06b6d67b10a27b40b4062c612eb46e6942e6,1,1,1,0
148,53_0.jpg,890810451c381e99283ab47607c0e990c4926b3b237f7a542904ed635fe13042,890810451c381e99283ab47607c0e990c4926b3b237f7a542904ed635fe13042,9901e63d06baf473a5063f427802bc5dd1364e1308e3b142936e1016d56094de,1,1,1,0
149,53_1.jpg,c87e9f3f90a337da4d76010b6ddf2f9149821fb2bde22668884d2026e18af2e9,c87e9f3f90a337da4d76010b6ddf2f9149821fb2bde22668884d2026e18af2e9,28bcbce2a3f5910d1dd48b98dab64a85ae4216d4a58b7197305de08fcb83fdbc,1,1,1,0
150,53_2.jpg,42de47e4bdad072301db23373f57006e8c28c13440c3343e47e1fa8376842484,42de47e4bdad072301db23373f57006e8c28c13440c3343e47e1fa8376842484,9b03a413de3132c328f5a1460a2e421537f3818ac085fc271c04c98eba9f6f7c,1,1,1,0
151,53_3.jpg,3bf454c26a2b2357e3867436c7dca355a7c0e798819f1d7b49ef9cb0940cc9a0,3bf454c26a2b2357e3867436c7dca355a7c0e798819f1d7b49ef9cb0940cc9a0,70554b4e22194a61c53a2e6fa9d1ed18f9011a8f6a7a8e0d5ede42a0226437b6,1,1,1,0
152,53_4.jpg,e36947296baf89b2f67d4144b8b665a50fa3b25fe1bd7447c91015a3e7a4b45a,e36947296baf89b2f67d4144b8b665a50fa3b25fe1bd7447c91015a3e7a4b45a,e9b054c28b40bec828c126d691193113b33869591b8c406f94feec399a7e5792,1,1,1,0
153,54_0.jpg,0855a89060a7dcf4ea29a2673a5b7bb16288d0d732a6f65dff748b25b838bf55,0855a89060a7dcf4ea29a2673a5b7bb16288d0d732a6f65dff748b25b838bf55,5bb40c877db75caeecdc9f631498e1a361a8feea8298355755cf3441d6c50906,1,1,1,0
154,54_1.jpg,e6531946038f882d0322a59ab39a426bb3d61afea0fd38f2ddffbbaf76992880,e6531946038f882d0322a59ab39a426bb3d61afea0fd38f2ddffbbaf76992880,2d7de43d5043547a4d735618ea220626b37bd969480dd9db3043a0e193ed59f4,1,1,1,0
155,54_2.jpg,20cb63021aeed143f6a382b4bac70596c7b02082ce880ba849dfaf92544840bd,20cb63021aeed143f6a382b4bac70596c7b02082ce880ba849dfaf92544840bd,4ccb1f65ac861801b2bc9041ac64ff3416b03f2e4351b809f99939cae08dee18,1,1,1,0
156,54_3.jpg,380aaedb9ae835e4954aee75c7f7c2c9dd4a39ad967d2fe54bf0ae5871e2ad3b,380aaedb9ae835e4954aee75c7f7c2c9dd4a39ad967d2fe54bf0ae5871e2ad3b,1b8ad50e492543bbda1afbd1890ac914777acf15fd38b6b032e41f2d12b02317,1,1,1,0
157,55_0.jpg,41273ca154ca432730924dd9912deb1df140effe75c71f31f01ff429863e8977,41273ca154ca432730924dd9912deb1df140effe75c71f31f01ff429863e8977,493e6cbd5e6ec3e077768abdc2e4a1d3ac65c6e46eb1583fb0212714ebf1a5f5,1,1,1,0
158,55_1.jpg,33d4b77106cbc465438dc41dc0c771782a37c3cbbb3129421cc9734bad660d6e,33d4b77106cbc465438dc41dc0c771782a37c3cbbb3129421cc9734bad660d6e,cd04c6eab43dffd74a31787fa500a84a0ae7309d032954466e6919500231279c,1,1,1,0
159,55_2.jpg,165e7d62d9e554fdcb299fda17907780b3d96f95974310c4e3d557a9768644dd,165e7d62d9e554fdcb299fda17907780b3d96f95974310c4e3d557a9768644dd,9ed19fa2678fc86acc927f6db8c18a0fd01529ed7f6a96c65a1a6a47cee7f65b,1,1,1,0
160,55_3.jpg,aa00987f87a12eb2475639c87df3267f3ae939cfd3a597217cb12bf85ef6b901,aa00987f87a12eb2475639c87df3267f3ae939cfd3a597217cb12bf85ef6b901,98fab2416b3bd0c7ce4da545f229043c5d4ccc3fe0bde1110b8cf3be66fd5a6f,1,1,1,0
161,55_4.jpg,d2798654fa0b7644b58dc6a3b232518121ef30a7472ba070613e238e3a4b4adb,d2798654fa0b7644b58dc6a3b232518121ef30a7472ba070613e238e3a4b4adb,33a0185419ac71d402649807594e7cffe3c313ec413006a4fd1f012f950ad53c,1,1,1,0
162,56_0.jpg,d8266fc7e194cad29a50e60eb86fc133436a29d33921b2251b3e1dc24379e5c9,d8266fc7e194cad29a50e60eb86fc133436a29d33921b2251b3e1dc24379e5c9,e59b43eff3643b2db8c9eca1ae5d494fb868311dbae642b17f828a2363a4e0ec,1,1,1,0
163,56_1.jpg,d8266fc7e194cad29a50e60eb86fc133436a29d33921b2251b3e1dc24379e5c9,d8266fc7e194cad29a50e60eb86fc133436a29d33921b2251b3e1dc24379e5c9,e59b43eff3643b2db8c9eca1ae5d494fb868311dbae642b17f828a2363a4e0ec,1,1,1,0
164,56_2.jpg,a8707327a03e057601d7a599fe0524b775a5f9d00450cc80729b0a20fc34e8d4,a8707327a03e057601d7a599fe0524b775a5f9d00450cc80729b0a20fc34e8d4,a39c08da949b49421c9c5a8602b0490b2e9782931618d11c36d4d0fbd07b6ff6,1,1,1,0
165,56_3.jpg,73aa3373fe16dbaa3e11066aea19d427bc12daf42a0e44b7e48069f7383bfd58,73aa3373fe16dbaa3e11066aea19d427bc12daf42a0e44b7e48069f7383bfd58,80e7cb4002800eb726ab8a257d627200face7ff9b07c8712b06563ee3bc6280c,1,1,1,0
166,57_0.jpg,fd2dd89edb0230ed3d07ef10139f0f0ca34b4bad493fe89961d1a10acc41db1d,fd2dd89edb0230ed3d07ef10139f0f0ca34b4bad493fe89961d1a10acc41db1d,d73b658de7f5e048b19a4cfa09e82bbe52fa9e5d775cee8b3fc836b7406be9f6,1,1,1,0
